Id,SalePrice
1461,121471.7927849998
1462,162565.92247136534
1463,193676.70616370978
1464,194929.88644311478
1465,177391.6187285351
1466,174100.59464299673
1467,182081.28877263938
1468,168146.4857474686
1469,183329.5010171447
1470,124889.0748610387
1471,213374.44259847183
1472,97281.49898326406
1473,90994.29442903705
1474,152586.19998717736
1475,124146.9445186114
1476,404231.5474741748
1477,256159.41522334583
1478,270816.92003971635
1479,259747.96319088942
1480,474276.7991692585
1481,332469.25869624526
1482,219031.1324218944
1483,173767.72496122986
1484,167253.9104868949
1485,184128.69968684128
1486,189224.38369727187
1487,327875.49845249107
1488,224909.71726318062
1489,200572.9710122881
1490,222866.82295130775
1491,186947.96670344475
1492,96385.49148256125
1493,190386.83898457012
1494,313915.03037350776
1495,294229.5636722312
1496,241564.60924958883
1497,180826.20631264226
1498,162394.25410610714
1499,163558.1046539827
1500,158985.7201159262
1501,171419.967970477
1502,150240.7698934594
1503,309506.94616112043
1504,252664.301643178
1505,237716.06428490995
1506,174455.17151694032
1507,244519.64628024658
1508,186550.7119774601
1509,161621.89663014744
1510,143729.12449271904
1511,140145.2473662584
1512,170928.9018833282
1513,138772.85403433134
1514,160291.95790176882
1515,184512.15742287855
1516,151468.1397428449
1517,163851.4030291337
1518,130372.95709388207
1519,227809.41987298854
1520,138789.95464871742
1521,135624.47682022437
1522,161732.77997317768
1523,118249.71422469692
1524,126651.93006250402
1525,123306.1193309592
1526,112791.40369197425
1527,89965.608858167
1528,138059.94345183662
1529,148628.3809996689
1530,175253.02017212327
1531,106005.82353855683
1532,94732.84011407998
1533,157008.38912509463
1534,113151.19031188656
1535,162034.0846146121
1536,118574.07551879858
1537,66026.78363157001
1538,149326.47818575922
1539,175863.76567472878
1540,84662.64472722636
1541,137755.5231596477
1542,136387.76654276313
1543,210749.6109170602
1544,65932.80137724099
1545,115982.40312866961
1546,124009.79160661671
1547,134643.2181896389
1548,133450.9586817178
1549,116626.41638585326
1550,136320.27044273212
1551,120375.06332654189
1552,140822.07706943396
1553,146472.3543657545
1554,110990.88186549855
1555,163974.6859698811
1556,93831.59486457497
1557,100827.24220709887
1558,97395.81767622787
1559,91148.43014041967
1560,139700.0587947854
1561,136207.52589046338
1562,134472.9821617366
1563,126126.12483656575
1564,158366.3061475001
1565,148138.71849024555
1566,245588.9764595284
1567,67308.23635523675
1568,224219.81432392905
1569,149434.99405627602
1570,142791.56152523978
1571,116002.17500073677
1572,144297.67414369734
1573,251850.88420118095
1574,112071.61616187099
1575,218062.46170508637
1576,227896.67091144196
1577,183013.1216913096
1578,136844.92131143098
1579,131058.4040101378
1580,188581.34123908656
1581,155595.004241747
1582,122498.0649269356
1583,321107.67559331487
1584,228467.1638265679
1585,136318.95803170896
1586,71647.07912681799
1587,99846.58217490884
1588,147054.80215936096
1589,100120.42418913795
1590,134457.5635998256
1591,89680.78111169279
1592,112609.55050068231
1593,115273.07255517536
1594,134852.73449453022
1595,105285.88668944247
1596,243978.98752657682
1597,189787.12621152546
1598,198961.70964465127
1599,168852.85662239994
1600,162388.71212592878
1601,70702.77341208771
1602,118817.14242356543
1603,100998.7275330275
1604,266439.4995957191
1605,229986.5738332782
1606,180261.54267295622
1607,152751.83219017155
1608,215878.19462590604
1609,185075.52823241326
1610,152215.490853313
1611,135060.3155337716
1612,167445.32668833222
1613,164284.49506247454
1614,122015.9871236998
1615,86153.19586603402
1616,71564.54757696431
1617,94549.9904771703
1618,127883.10210079073
1619,144322.05220196268
1620,160874.73215768294
1621,139726.96452913876
1622,136776.11907975544
1623,272544.8814746015
1624,224949.73773508033
1625,115749.02163211271
1626,164347.26341333298
1627,188216.42661335712
1628,271201.5010317023
1629,175370.4455610575
1630,383141.22077682667
1631,212956.87512702047
1632,240345.02371566292
1633,174617.8939473276
1634,192047.57673312564
1635,173893.29782379017
1636,155862.44679829254
1637,181643.54848329525
1638,186474.67252861202
1639,182636.8050984458
1640,261014.68800426016
1641,169066.48891013002
1642,236730.869299212
1643,217304.0822986926
1644,251053.27968024003
1645,193620.77166507492
1646,165592.57787870345
1647,161034.40830600398
1648,123710.76499566788
1649,136873.761433959
1650,119848.35547457178
1651,125473.30412082231
1652,94711.43993706687
1653,99547.49282424484
1654,143657.52243420246
1655,152359.65067642825
1656,139504.88433154617
1657,149432.40372292223
1658,150205.7686154327
1659,130050.76882951685
1660,153041.06979414343
1661,469668.7776853911
1662,424387.66840395797
1663,418604.8979981304
1664,472758.988306628
1665,310258.6783398859
1666,326616.5268470885
1667,431734.9594124058
1668,337121.32365780615
1669,273087.1181409605
1670,348949.9460786311
1671,258033.43609322037
1672,466214.60036816244
1673,275397.0449464445
1674,241754.00353660012
1675,186568.75316257306
1676,186130.10747283464
1677,220834.0280593892
1678,470975.80785436387
1679,425605.1999952391
1680,356852.7202087201
1681,255313.83020216195
1682,313349.4259649622
1683,190786.21147395464
1684,182878.01645845623
1685,173800.38208908646
1686,173859.3010385635
1687,171190.76870039015
1688,184318.59806841123
1689,184286.0020030009
1690,186452.15769856508
1691,180764.36029706328
1692,263312.46948259504
1693,171065.92229249162
1694,182009.92991289243
1695,162919.19716725918
1696,272006.5301918686
1697,174560.9121819668
1698,358245.7316998955
1699,347323.59218816384
1700,245885.03348143984
1701,255994.80342018843
1702,249870.7474273003
1703,262041.4061724771
1704,292564.4256304184
1705,247957.56672267098
1706,451619.6757821307
1707,222731.40254349538
1708,211653.18996695653
1709,257134.67650041846
1710,226713.1728904093
1711,261020.4670598014
1712,271437.37918072706
1713,264569.51349816
1714,237860.853924236
1715,197330.5907305311
1716,191079.73027082445
1717,184425.9673434438
1718,131203.28155299727
1719,200933.49826382505
1720,228097.19841138198
1721,168650.45421421304
1722,117797.23206691306
1723,156462.59491062068
1724,209540.7130965505
1725,236932.05269589994
1726,189366.29748151492
1727,159355.18457437435
1728,180020.56292495102
1729,167209.7050630358
1730,150085.6885951358
1731,134190.07914873233
1732,131189.9007722581
1733,119215.21164534497
1734,126454.67728313309
1735,134781.97746779548
1736,127096.18747860947
1737,307326.29922135687
1738,236996.88184524715
1739,254064.34652102567
1740,212832.3732824165
1741,191465.07920003316
1742,170373.0988525416
1743,174707.52957507464
1744,314170.9369806928
1745,207377.39374232414
1746,168690.17489175024
1747,223429.09069182744
1748,229952.3926923543
1749,153195.52497972606
1750,123835.54948498262
1751,241728.4641631912
1752,126223.81736060357
1753,134035.03884885728
1754,189121.6982162783
1755,163679.42878942276
1756,136919.25602181067
1757,125402.29607356647
1758,139100.48516563725
1759,154520.46274348217
1760,163134.9627498923
1761,138700.09887986205
1762,176118.91410519445
1763,167543.55194722977
1764,110500.86898967493
1765,163662.94138628725
1766,183567.11901800238
1767,230918.19320672285
1768,138683.44310915616
1769,179102.1442649051
1770,150341.06604350687
1771,127905.59336695979
1772,145944.41117679363
1773,137595.63826027073
1774,126025.45625225874
1775,137777.53440328865
1776,120054.10440255032
1777,112713.56881556794
1778,136589.90521717837
1779,113853.70598605966
1780,176969.96264384393
1781,125610.28282171708
1782,88353.30992036324
1783,147255.16685629086
1784,111757.49638531671
1785,119833.00062029816
1786,135733.41621171148
1787,158298.4665689326
1788,62151.839781986346
1789,84694.37010688489
1790,91259.46413009537
1791,170902.77786256257
1792,160734.3753359408
1793,138169.34257739186
1794,143936.909711862
1795,139942.8287101428
1796,115568.81229865116
1797,111562.31754073997
1798,125840.5221564404
1799,110142.94599999991
1800,128321.84236408603
1801,124127.06757038448
1802,129006.31978669952
1803,145780.39598217703
1804,144671.96631845436
1805,139159.72267654614
1806,121355.44065134085
1807,138356.53672548113
1808,120900.4048249511
1809,111894.68522507217
1810,137304.1320920419
1811,91026.4268729716
1812,93232.73803784669
1813,120081.12128437808
1814,90161.24468792057
1815,61678.183989536396
1816,94349.83787018887
1817,105608.63644273362
1818,149398.80161201896
1819,118763.6101258838
1820,64600.489469787535
1821,109033.14166778093
1822,151197.12647212477
1823,62063.2174116719
1824,135352.04865818855
1825,134026.58656011798
1826,91384.29452120521
1827,92055.70671201264
1828,134617.38370804573
1829,103881.81838108959
1830,143299.6824195716
1831,145945.20678476468
1832,88354.90556784236
1833,139205.01145804304
